2025-07-22 09:23:30,377 - backtest.simulator - ERROR - [simulator.py:166] - Failed to initialize TradingAgentsGraph: Permission denied
2025-07-22 09:23:30,377 - backtest.simulator - ERROR - [simulator.py:167] - Config used: {'project_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents', 'results_dir': './backtest/results', 'data_dir': '/Users/y-sato/TradingAgents2/data', 'data_cache_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents/tradingagents/dataflows/data_cache', 'llm_provider': 'openai', 'deep_think_llm': 'gpt-4o-mini', 'quick_think_llm': 'gpt-4o-mini', 'backend_url': 'https://api.openai.com/v1', 'max_debate_rounds': 1, 'max_risk_discuss_rounds': 1, 'max_recur_limit': 100, 'online_tools': False}
2025-07-22 09:24:47,802 - backtest.simulator - ERROR - [simulator.py:166] - Failed to initialize TradingAgentsGraph: Permission denied
2025-07-22 09:24:47,803 - backtest.simulator - ERROR - [simulator.py:167] - Config used: {'project_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents', 'results_dir': './backtest/results', 'data_dir': '/Users/y-sato/TradingAgents2/data', 'data_cache_dir': '/Users/y-sato/TradingAgents2/TradingMultiAgents/tradingagents/dataflows/data_cache', 'llm_provider': 'openai', 'deep_think_llm': 'gpt-4o-mini', 'quick_think_llm': 'gpt-4o-mini', 'backend_url': 'https://api.openai.com/v1', 'max_debate_rounds': 1, 'max_risk_discuss_rounds': 1, 'max_recur_limit': 100, 'online_tools': False}
2025-07-22 19:39:10,705 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:09,354 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:11,683 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:13,762 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:15,843 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:17,957 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:19,833 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:21,877 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:23,879 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:26,328 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:28,430 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:30,724 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:32,806 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:34,990 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:37,182 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:39,637 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:41,893 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:44,154 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:46,251 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:48,124 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:50,185 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:52,279 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:54,470 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:56,735 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:47:58,832 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:48:00,950 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:48:03,025 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:48:05,124 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:48:07,480 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
2025-07-22 19:48:09,523 - backtest.simulator - ERROR - [simulator.py:365] - Error getting agent decision: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}. Defaulting to HOLD.
